Student_ID,Attendance_Percent,Average_Marks,Assignments_Submitted,Late_Submissions,Previous_Failures,Attendance_Trend,Absenteeism_Risk,Late_Submission_Risk,Dropout_Risk
3923,79,69,8,8,2,Increasing,Low,High,High
3924,87,75,3,10,1,Increasing,Low,High,Low
3925,63,28,1,2,4,Increasing,High,Low,Low
3926,49,69,2,1,2,Stable,High,Low,Low
3927,79,48,4,6,2,Stable,High,High,Low
3928,39,58,9,10,1,Decreasing,High,High,High
3929,61,64,5,2,3,Stable,High,Low,High
3930,81,36,6,0,2,Decreasing,Medium,Low,High
3931,44,75,3,9,0,Decreasing,High,High,High
3932,32,65,6,2,4,Stable,High,Low,Low
3933,66,86,9,5,2,Stable,Low,Low,Medium
3934,69,88,2,2,1,Stable,Medium,Low,High
3935,69,33,6,4,0,Stable,High,Low,Low
3936,85,86,3,8,1,Increasing,Low,High,Low
3937,52,42,7,6,2,Stable,High,High,High
3938,40,80,8,1,0,Decreasing,High,Low,Medium
3939,93,42,6,0,4,Decreasing,Low,Low,High
3940,37,46,7,6,4,Increasing,High,High,High
3941,85,73,7,3,4,Increasing,Medium,Low,Medium
3942,89,29,1,10,3,Stable,Medium,High,Low
3943,39,96,8,6,1,Increasing,Low,High,Low
3944,68,35,5,5,2,Stable,Medium,High,Low
3945,57,60,10,6,0,Stable,High,Low,High
3946,78,74,3,3,1,Increasing,Low,High,Medium
3947,65,80,4,2,2,Increasing,Low,Low,Medium
3948,42,68,9,4,3,Decreasing,High,High,Low
3949,65,92,4,2,2,Increasing,High,High,High
3950,55,71,6,2,1,Increasing,Low,Low,Medium
3951,33,21,8,3,2,Increasing,Low,Low,High
3952,93,69,6,7,0,Decreasing,Medium,High,Low
3953,67,62,8,1,3,Stable,Low,Low,Medium
3954,51,96,3,3,0,Decreasing,High,High,Medium
3955,31,27,9,10,3,Increasing,High,Low,High
3956,60,78,9,2,3,Increasing,Medium,Low,Medium
3957,40,84,3,6,2,Increasing,Medium,High,Medium
3958,75,31,5,1,0,Stable,Low,Low,Low
3959,91,23,7,0,3,Decreasing,Low,High,High
3960,98,96,8,9,3,Decreasing,High,High,Low
3961,93,60,0,0,2,Stable,Medium,Low,Medium
3962,39,26,0,5,1,Decreasing,High,High,High
3963,69,88,7,2,1,Stable,High,Low,Low
3964,53,88,10,6,4,Stable,High,High,High
3965,73,49,6,7,4,Decreasing,Low,High,High
3966,89,92,8,4,3,Decreasing,Low,High,Low
3967,91,25,10,4,1,Stable,Low,High,Medium
3968,46,38,2,1,3,Decreasing,High,High,Low
3969,94,99,9,7,0,Stable,Low,High,Low
3970,86,85,4,9,1,Decreasing,High,High,Medium
3971,84,29,2,0,1,Decreasing,Medium,Low,Medium
3972,82,35,4,9,1,Decreasing,Medium,High,High
3973,85,56,9,8,4,Decreasing,Medium,Low,Medium
3974,38,98,0,0,2,Decreasing,High,Low,High
3975,51,96,10,0,2,Increasing,High,Low,High
3976,42,96,3,0,4,Increasing,High,Low,High
3977,77,51,5,6,4,Decreasing,High,High,High
3978,47,66,1,3,4,Decreasing,High,High,High
3979,69,91,6,6,2,Decreasing,Medium,High,Medium
3980,46,62,7,4,3,Stable,High,High,Low
3981,44,55,0,6,4,Increasing,High,Low,High
3982,44,45,3,9,3,Stable,High,Low,High
3983,92,29,10,6,3,Increasing,Medium,High,Low
3984,68,50,3,3,0,Increasing,Medium,Low,Low
3985,42,48,4,1,2,Decreasing,High,Low,Low
3986,61,24,3,7,3,Decreasing,High,High,High
3987,38,96,8,1,2,Stable,High,Low,Low
3988,69,20,6,8,2,Stable,High,High,High
3989,49,22,1,4,0,Decreasing,High,High,High
3990,92,86,0,8,2,Decreasing,Medium,High,Medium
3991,73,90,8,8,3,Increasing,Low,High,Medium
3992,67,54,0,7,1,Increasing,Low,High,Medium
3993,89,34,5,7,3,Decreasing,Low,Low,Low
3994,77,86,1,3,3,Increasing,Medium,Low,Low
3995,47,49,3,3,2,Stable,High,Low,High
3996,45,94,5,1,3,Increasing,High,High,Low
3997,84,62,4,3,1,Decreasing,High,Low,Medium
3998,68,79,10,3,2,Increasing,Medium,Low,Medium
3999,97,59,5,5,4,Decreasing,High,High,Medium
4000,88,84,2,2,3,Increasing,Medium,Low,Low
4001,91,48,4,1,3,Stable,Medium,High,High
4002,42,93,1,7,0,Stable,High,High,Low
4003,35,38,6,1,4,Decreasing,High,High,High
4004,89,22,2,7,4,Decreasing,High,High,Low
4005,43,55,0,6,1,Decreasing,High,High,Low
4006,83,62,7,2,4,Increasing,Low,Low,Low
4007,33,34,7,5,0,Increasing,High,High,Low
4008,68,60,2,5,1,Increasing,High,High,High
4009,54,99,6,9,4,Stable,High,Low,High
4010,61,55,8,4,1,Decreasing,High,High,Low
4011,88,96,7,7,4,Increasing,Low,High,Medium
4012,92,52,2,10,4,Stable,Low,High,Low
4013,67,24,1,4,4,Decreasing,Low,High,High
4014,82,97,9,6,3,Stable,Low,High,Low
4015,96,33,6,5,4,Decreasing,High,High,Low
4016,57,87,6,10,3,Increasing,High,High,High
4017,32,66,8,6,2,Stable,High,Low,Medium
4018,51,73,4,8,0,Stable,Low,High,Medium
4019,67,23,3,2,1,Stable,High,Low,Low
4020,91,28,7,9,1,Decreasing,Medium,High,High
4021,86,72,3,6,2,Decreasing,High,High,High
4022,35,96,3,9,4,Stable,High,High,High
4023,61,97,1,2,0,Decreasing,Medium,Low,High
4024,39,79,0,1,2,Stable,High,Low,Medium
4025,32,65,3,6,2,Increasing,High,High,Low
4026,88,73,6,3,1,Stable,High,Low,Medium
4027,78,93,8,0,3,Stable,Low,Low,Medium
4028,88,56,8,5,3,Decreasing,High,High,High
4029,60,42,9,10,4,Decreasing,High,High,High
4030,98,46,0,5,4,Decreasing,Low,High,High
4031,91,89,4,5,2,Increasing,Medium,High,Medium
4032,81,85,6,1,4,Increasing,Medium,Low,Low
4033,70,80,6,0,3,Increasing,Low,Low,Medium
4034,60,96,9,2,0,Decreasing,High,Low,Low
4035,51,70,5,1,1,Stable,High,Low,Medium
4036,33,69,10,5,3,Stable,High,High,High
4037,42,38,9,5,4,Stable,High,High,Low
4038,74,20,3,4,1,Decreasing,High,High,High
4039,71,59,2,9,1,Decreasing,Low,High,Medium
4040,78,51,8,9,2,Increasing,Low,Low,Low
4041,49,41,9,4,4,Decreasing,High,High,High
4042,83,85,3,8,2,Stable,Medium,High,High
4043,65,59,7,4,1,Increasing,High,High,Medium
4044,30,57,0,9,2,Increasing,High,High,High
4045,44,67,6,5,4,Decreasing,High,High,High
4046,46,74,5,10,3,Increasing,High,High,Low
4047,53,94,0,3,0,Increasing,Medium,Low,Medium
4048,87,74,3,9,3,Decreasing,Medium,High,Low
4049,52,70,4,0,1,Increasing,High,High,Low
4050,75,79,10,3,3,Stable,High,Low,Low
4051,37,27,7,1,2,Decreasing,High,Low,Low
4052,88,87,3,9,4,Stable,Medium,High,Low
4053,88,94,2,2,3,Stable,Medium,Low,Medium
4054,42,91,1,6,3,Stable,High,High,High
4055,68,28,3,6,4,Stable,Low,High,High
4056,57,21,10,0,2,Increasing,High,Low,Low
4057,90,99,9,7,0,Increasing,Medium,Low,Medium
4058,45,89,3,6,3,Decreasing,High,High,Low
4059,31,78,9,0,1,Decreasing,High,Low,Medium
4060,46,38,4,7,2,Stable,High,High,Low
4061,59,47,6,1,2,Stable,High,Low,Low
4062,42,91,8,7,3,Decreasing,High,High,Low
4063,42,33,1,2,4,Decreasing,High,Low,Low
4064,72,43,4,9,3,Decreasing,Low,High,Low
4065,50,63,10,6,3,Decreasing,High,High,High
4066,84,75,9,5,4,Stable,Low,Low,Low
4067,69,70,8,4,1,Decreasing,Medium,High,High
4068,44,51,2,10,4,Increasing,Low,High,Low
4069,81,69,0,9,3,Stable,Medium,High,High
4070,82,60,1,10,0,Increasing,Medium,High,Medium
4071,81,85,5,1,4,Decreasing,Low,High,Low
4072,59,44,4,1,1,Increasing,Medium,Low,Low
4073,62,80,0,0,4,Decreasing,Low,Low,Medium
4074,86,85,0,8,4,Increasing,Medium,High,High
4075,81,61,10,10,2,Stable,Medium,High,Low
4076,38,84,3,7,2,Increasing,Medium,High,High
4077,83,55,3,7,3,Stable,Low,High,High
4078,30,95,5,0,3,Increasing,High,Low,Medium
4079,73,28,5,4,4,Increasing,Low,High,High
4080,38,55,9,5,0,Stable,High,High,Medium
4081,61,57,5,1,3,Stable,High,Low,High
4082,44,52,0,9,4,Decreasing,High,High,High
4083,41,61,9,4,4,Stable,High,Low,Low
4084,86,80,8,5,4,Stable,Low,High,Low
4085,37,65,10,8,4,Decreasing,High,High,Low
4086,56,80,6,9,4,Stable,High,High,Low
4087,91,37,6,0,2,Stable,Low,Low,High
4088,41,89,10,9,1,Increasing,High,High,Medium
4089,94,99,6,2,1,Decreasing,Low,Low,Low
4090,71,34,1,8,4,Decreasing,High,High,High
4091,91,67,1,0,3,Increasing,Medium,High,High
4092,40,91,5,0,0,Decreasing,High,Low,Medium
4093,72,32,6,0,4,Increasing,Medium,Low,Medium
4094,46,62,2,6,0,Stable,High,High,High
4095,61,79,3,4,2,Decreasing,High,High,High
4096,69,76,2,5,1,Stable,Medium,High,Low
4097,52,90,6,7,2,Decreasing,High,High,High
4098,85,36,6,1,3,Stable,Low,Low,Medium
4099,35,69,3,1,3,Decreasing,High,Low,Medium
4100,79,51,6,2,4,Decreasing,Low,Low,Low
4101,66,41,4,2,3,Stable,Low,High,Low
4102,93,74,0,2,3,Increasing,Medium,Low,High
4103,83,76,9,3,2,Decreasing,Low,Low,High
4104,78,32,3,2,0,Increasing,Medium,Low,Medium
4105,40,66,6,1,1,Increasing,High,Low,High
4106,78,81,1,8,3,Increasing,Medium,High,Medium
4107,50,73,1,5,3,Increasing,High,High,High
4108,95,48,0,2,2,Increasing,Medium,Low,High
4109,92,41,1,8,1,Increasing,Medium,High,High
4110,57,84,9,3,2,Decreasing,High,Low,High
4111,46,48,7,3,0,Increasing,High,Low,High
4112,35,67,10,7,2,Decreasing,High,Low,Low
4113,48,24,7,6,1,Decreasing,High,High,Low
4114,85,54,7,6,1,Decreasing,High,Low,High
4115,57,93,0,9,3,Stable,High,High,High
4116,95,90,0,6,0,Increasing,Low,Low,Low
4117,67,65,9,9,4,Stable,Medium,High,Low
4118,66,54,3,10,3,Increasing,Low,High,Low
4119,97,64,5,4,2,Stable,Low,High,Medium
4120,78,32,7,6,2,Decreasing,Low,High,Medium
4121,72,29,1,3,1,Stable,Medium,Low,Low
4122,65,85,2,7,1,Decreasing,High,High,Medium
4123,87,89,5,8,1,Stable,Medium,High,Low
4124,42,91,9,2,4,Increasing,High,Low,Low
4125,81,44,3,6,4,Increasing,Low,High,Low
4126,87,63,1,9,3,Stable,Low,High,Low
4127,61,79,6,8,4,Stable,Low,High,Medium
4128,89,66,3,0,1,Increasing,Medium,Low,Medium
4129,87,59,7,1,3,Stable,Low,Low,High
4130,85,26,7,6,3,Stable,Low,High,Low
4131,57,65,6,1,0,Increasing,High,Low,High
4132,30,42,9,6,4,Decreasing,High,High,High
4133,71,65,8,0,2,Increasing,High,Low,Low
4134,77,32,3,2,2,Increasing,Medium,Low,Medium
4135,69,40,6,4,0,Stable,High,High,Low
4136,92,20,9,10,1,Increasing,Low,Low,Medium
4137,33,38,9,5,0,Increasing,High,Low,High
4138,67,79,0,8,1,Stable,High,High,High
4139,56,52,3,8,4,Stable,High,High,High
4140,38,23,1,2,4,Decreasing,High,Low,High
4141,45,22,8,7,3,Increasing,High,High,High
4142,85,71,4,3,3,Decreasing,High,Low,High
4143,60,47,2,6,3,Decreasing,High,High,High
4144,43,89,3,5,3,Decreasing,High,Low,Medium
4145,54,89,5,7,2,Decreasing,High,High,Low
4146,63,74,9,5,3,Increasing,Low,High,Low
4147,96,76,0,3,3,Increasing,Low,Low,Medium
4148,53,35,6,1,3,Increasing,High,Low,High
4149,55,43,7,6,1,Decreasing,High,High,Low
4150,49,88,6,10,3,Stable,Low,Low,Low
4151,93,60,6,10,0,Increasing,Medium,Low,Low
4152,39,96,8,3,3,Decreasing,High,Low,Medium
4153,96,66,3,8,3,Decreasing,Medium,High,High
4154,53,95,6,8,2,Decreasing,High,High,Low
4155,34,88,8,6,3,Decreasing,High,High,Medium
4156,96,50,4,4,1,Decreasing,Low,High,High
4157,87,49,1,2,4,Decreasing,Medium,Low,Medium
4158,56,37,4,2,3,Increasing,High,Low,High
4159,44,63,3,8,3,Stable,High,High,Low
4160,64,46,7,8,3,Increasing,High,High,High
4161,82,45,4,10,2,Increasing,Low,High,High
4162,73,79,8,3,4,Decreasing,High,Low,Low
4163,55,37,8,10,2,Increasing,High,Low,High
4164,76,75,2,0,2,Stable,Medium,High,High
4165,63,50,9,9,2,Stable,Medium,High,High
4166,79,78,5,4,1,Decreasing,Medium,High,Low
4167,41,21,5,7,4,Stable,High,High,High
4168,33,58,3,9,1,Decreasing,High,High,Low
4169,77,80,10,3,1,Stable,Low,Low,Medium
4170,84,82,9,9,4,Stable,Low,High,High
4171,30,37,2,9,1,Increasing,Medium,High,Low
4172,95,36,0,3,4,Stable,Low,Low,Low
4173,59,58,6,8,3,Decreasing,High,Low,High
4174,32,90,4,8,2,Stable,Low,High,Low
4175,50,73,9,6,1,Stable,High,Low,High
4176,78,95,6,9,4,Increasing,Medium,High,Low
4177,91,54,0,7,0,Decreasing,Medium,High,Low
4178,67,30,7,3,1,Decreasing,Low,Low,High
4179,44,80,2,7,1,Decreasing,High,High,Medium
4180,81,63,6,5,4,Increasing,Low,High,Low
4181,75,87,2,2,0,Stable,Low,High,Low
4182,54,44,2,6,0,Decreasing,High,Low,Medium
4183,50,67,9,2,3,Stable,High,Low,High
4184,34,51,8,10,1,Stable,High,Low,Low
4185,99,23,1,6,2,Stable,Low,High,Low
4186,76,57,3,4,1,Increasing,Low,High,Low
4187,97,82,5,3,2,Stable,Low,Low,Low
4188,47,66,2,2,2,Increasing,High,High,High
4189,50,20,9,7,4,Increasing,High,High,Low
4190,52,22,9,3,1,Increasing,High,Low,High
4191,93,81,6,7,4,Decreasing,Medium,High,Low
4192,96,83,6,9,3,Increasing,Medium,High,High
4193,69,36,4,2,2,Decreasing,Medium,High,High
4194,39,97,2,9,0,Increasing,Medium,High,Low
4195,81,81,1,8,2,Increasing,Low,High,Low
4196,90,54,3,5,3,Increasing,Medium,Low,Low
4197,93,32,3,4,2,Increasing,Medium,High,High
4198,34,54,10,4,4,Stable,High,High,High
4199,82,62,7,2,1,Stable,Medium,Low,Low
4200,84,21,7,1,0,Increasing,Medium,High,High
4201,66,75,4,5,4,Stable,High,High,Low
4202,85,96,5,10,1,Decreasing,Low,High,Low
4203,88,70,7,0,0,Stable,Medium,Low,Low
4204,98,73,0,6,3,Stable,Low,High,Medium
4205,88,35,4,4,2,Stable,Low,High,Low
4206,31,37,3,3,0,Increasing,High,Low,Medium
4207,94,26,3,8,3,Decreasing,Medium,High,High
4208,89,64,10,9,1,Increasing,Low,High,High
4209,80,55,1,0,0,Decreasing,Low,Low,Low
4210,59,60,9,10,3,Increasing,Medium,High,High
4211,40,61,0,3,1,Stable,High,High,Medium
4212,68,26,5,2,4,Decreasing,High,Low,Medium
4213,92,34,6,5,2,Stable,Low,High,High
4214,93,79,4,4,3,Decreasing,Medium,High,High
4215,90,59,7,6,4,Decreasing,Low,High,Low
4216,83,56,8,0,1,Increasing,Low,Low,Medium
4217,87,85,10,4,0,Increasing,Medium,High,Low
4218,85,74,10,1,2,Stable,Medium,Low,High
4219,63,96,1,1,1,Stable,Low,Low,Medium
4220,60,99,10,10,3,Decreasing,Low,High,High
4221,81,75,3,10,2,Decreasing,Low,High,High
4222,30,63,10,1,4,Increasing,Medium,Low,High
4223,84,76,8,8,2,Increasing,Low,High,Low
4224,51,25,4,9,4,Increasing,High,High,High
4225,69,51,2,2,1,Increasing,Medium,Low,High
4226,30,93,5,3,0,Increasing,High,Low,High
4227,94,37,2,4,2,Decreasing,Medium,High,Low
4228,92,87,4,3,0,Decreasing,High,Low,Medium
4229,83,92,2,3,0,Stable,Medium,Low,Medium
4230,71,26,5,4,2,Decreasing,Low,Low,Low
4231,50,27,9,9,2,Increasing,High,Low,Medium
4232,51,83,4,8,0,Decreasing,High,High,High
4233,67,26,8,8,3,Decreasing,Medium,High,Low
4234,37,60,2,5,3,Decreasing,High,High,High
4235,91,59,5,10,2,Stable,High,Low,High
4236,76,22,7,2,0,Stable,Low,Low,Low
4237,46,36,6,5,0,Decreasing,High,High,High
4238,46,85,5,9,1,Decreasing,High,Low,High
4239,42,98,1,3,0,Increasing,High,Low,Low
4240,46,71,6,2,3,Stable,High,Low,Medium
4241,67,41,7,5,1,Increasing,High,High,High
4242,74,23,0,10,3,Increasing,Medium,High,Low
4243,35,25,8,5,4,Decreasing,High,High,High
4244,64,57,3,1,2,Decreasing,Medium,Low,High
4245,43,45,7,8,4,Decreasing,High,Low,High
4246,90,30,9,7,2,Increasing,Low,High,Low
4247,44,36,6,5,3,Increasing,High,High,High
4248,83,50,9,0,3,Increasing,Low,Low,Low
4249,56,96,6,1,4,Decreasing,High,Low,High
4250,42,54,1,3,2,Decreasing,High,Low,Medium
4251,60,35,0,6,2,Decreasing,Medium,High,High
4252,64,98,3,8,1,Increasing,High,High,High
4253,89,37,1,9,0,Increasing,Medium,High,Low
4254,35,81,7,4,1,Stable,High,High,Medium
4255,98,46,9,9,3,Decreasing,Medium,Low,Medium
4256,87,54,6,1,4,Increasing,Low,Low,High
4257,78,64,7,10,2,Stable,Low,High,Low
4258,52,54,10,10,1,Increasing,Low,High,Medium
4259,63,47,5,10,4,Increasing,Medium,High,Low
4260,55,28,0,0,4,Decreasing,High,Low,Low
4261,76,95,8,9,0,Stable,Medium,High,High
4262,34,34,5,0,2,Increasing,High,Low,High
4263,49,40,9,4,4,Stable,High,High,Low
4264,35,71,0,6,2,Stable,High,High,High
4265,99,54,0,8,1,Decreasing,Medium,High,Low
4266,88,70,7,8,4,Stable,Low,Low,Medium
4267,93,74,5,7,4,Decreasing,Medium,High,High
4268,47,96,7,0,1,Decreasing,High,Low,High
4269,33,63,7,4,2,Decreasing,High,Low,High
4270,46,84,10,5,2,Stable,High,High,High
4271,43,99,7,5,4,Increasing,High,Low,High
4272,42,44,9,3,1,Decreasing,High,Low,High
4273,36,66,6,0,3,Increasing,High,Low,High
4274,73,99,6,2,2,Stable,Medium,Low,Medium
4275,44,75,9,9,3,Increasing,High,High,High
4276,48,57,3,3,4,Increasing,Medium,High,High
4277,92,30,8,3,3,Decreasing,Medium,Low,High
4278,64,86,1,3,3,Decreasing,High,Low,Low
4279,64,34,10,4,2,Decreasing,Low,High,Medium
4280,48,20,8,10,4,Stable,High,High,Low
4281,49,26,9,8,3,Increasing,Medium,High,High
4282,64,20,2,3,2,Stable,High,High,High
4283,61,68,1,8,3,Stable,High,Low,High
4284,77,92,3,8,2,Stable,High,High,High
4285,73,48,4,0,4,Stable,High,Low,Low
4286,53,45,1,4,1,Decreasing,High,High,High
4287,90,64,0,8,2,Increasing,Medium,High,Medium
4288,46,90,9,3,2,Decreasing,Low,Low,High
4289,79,31,10,4,3,Decreasing,Low,Low,Low
4290,94,51,4,3,4,Stable,Low,High,Low
4291,61,39,8,1,0,Decreasing,Low,Low,Medium
4292,65,70,4,9,0,Increasing,Medium,High,Low
4293,42,55,10,1,1,Stable,High,Low,Low
4294,99,86,9,1,4,Decreasing,Low,Low,High
4295,87,20,8,0,2,Stable,Medium,Low,High
4296,43,46,9,2,0,Increasing,Low,Low,High
4297,66,59,5,10,1,Stable,Low,High,Medium
4298,97,33,2,9,4,Decreasing,Low,High,High
4299,69,88,3,0,1,Decreasing,Low,Low,Low
4300,88,98,3,3,0,Increasing,Low,Low,Medium
4301,45,25,0,0,3,Increasing,High,Low,Low
4302,91,52,2,3,3,Stable,High,High,High
4303,33,74,2,2,4,Decreasing,High,Low,Low
4304,74,38,0,8,1,Increasing,High,High,High
4305,57,96,8,0,2,Increasing,Medium,High,Low
4306,95,48,10,7,0,Decreasing,Low,High,Low
4307,60,80,0,10,3,Increasing,High,Low,Medium
4308,32,89,8,8,3,Increasing,High,High,High
4309,37,98,0,6,1,Decreasing,High,High,Low
4310,53,99,1,0,3,Increasing,Medium,Low,Medium
4311,44,43,1,3,1,Decreasing,High,Low,Low
4312,72,42,5,9,0,Decreasing,Medium,Low,Medium
4313,60,29,6,0,1,Stable,Low,Low,Low
4314,74,73,10,3,3,Decreasing,High,Low,Low
4315,95,60,0,2,1,Increasing,Low,Low,Medium
4316,37,68,2,1,3,Stable,High,High,High
4317,86,36,1,0,4,Stable,Medium,Low,High
4318,59,75,7,5,3,Increasing,High,Low,High
4319,47,64,8,6,3,Stable,Medium,High,Low
4320,98,49,1,5,3,Increasing,Low,High,High
4321,68,63,1,8,4,Stable,Medium,High,High
4322,89,93,9,8,2,Increasing,Low,Low,Medium
4323,72,74,8,1,3,Decreasing,High,Low,High
4324,74,38,3,1,2,Decreasing,Low,Low,Low
4325,52,48,4,8,0,Stable,High,High,High
4326,98,21,10,0,1,Stable,Medium,Low,Low
4327,35,55,8,4,2,Decreasing,High,High,High
4328,85,38,5,0,0,Increasing,Low,Low,Medium
4329,33,26,9,6,1,Stable,High,Low,High
4330,52,45,8,8,3,Decreasing,High,High,High
4331,35,98,8,5,3,Stable,High,High,High
4332,61,57,6,1,3,Decreasing,High,Low,High
4333,47,22,9,5,4,Decreasing,High,High,High
4334,44,99,8,8,4,Decreasing,High,High,High
4335,69,85,4,2,4,Increasing,High,Low,High
4336,35,90,4,8,4,Stable,High,Low,Low
4337,92,62,7,7,0,Increasing,Medium,High,Low
4338,96,81,9,6,0,Increasing,Medium,Low,Medium
4339,40,90,3,7,3,Decreasing,High,High,High
4340,72,43,8,9,1,Increasing,Low,High,Medium
4341,46,58,6,5,4,Stable,High,High,Low
4342,33,87,6,2,1,Stable,High,Low,Low
4343,92,63,2,6,0,Decreasing,Low,High,High
4344,97,24,3,3,4,Decreasing,Medium,Low,Medium
4345,70,74,6,10,0,Stable,High,High,Low
4346,34,49,10,9,0,Stable,High,Low,High
4347,61,48,10,4,2,Decreasing,High,High,High
4348,99,45,4,7,0,Increasing,Medium,High,High
4349,64,45,2,6,3,Stable,High,High,High
4350,51,56,0,6,0,Decreasing,High,High,High
4351,94,72,6,7,4,Decreasing,Medium,High,High
4352,51,49,5,9,3,Stable,High,High,Low
4353,40,22,9,2,0,Decreasing,High,High,High
4354,32,62,6,2,3,Stable,High,Low,Low
4355,38,26,1,1,0,Decreasing,High,High,High
4356,89,68,3,0,3,Decreasing,Medium,High,Medium
4357,43,92,1,9,1,Increasing,High,Low,Medium
4358,47,60,7,5,2,Decreasing,High,High,High
4359,52,96,6,5,3,Stable,High,Low,Low
4360,76,98,0,9,4,Stable,Low,High,High
4361,98,73,1,7,2,Increasing,Low,High,Low
4362,76,88,1,5,2,Stable,Medium,High,Medium
4363,59,46,3,5,0,Decreasing,High,High,Low
4364,54,27,2,0,3,Increasing,High,High,High
4365,57,51,0,6,2,Stable,High,High,Low
4366,54,83,1,6,4,Decreasing,High,High,High
4367,87,29,10,9,4,Increasing,Low,High,Low
4368,70,32,8,8,4,Decreasing,High,Low,Low
4369,54,82,0,6,0,Stable,High,High,Medium
4370,77,54,8,7,1,Stable,Medium,High,Low
4371,39,80,6,3,3,Stable,High,High,High
4372,40,73,1,8,2,Stable,High,High,Low
4373,50,27,1,0,3,Increasing,Low,High,Low
4374,74,48,4,7,2,Stable,Low,High,High
4375,36,60,4,2,0,Increasing,High,High,Medium
4376,93,49,3,0,3,Increasing,Medium,Low,Low
4377,93,40,9,1,0,Decreasing,Medium,Low,Low
4378,31,95,9,5,0,Stable,High,High,Medium
4379,71,30,2,4,3,Decreasing,High,Low,High
4380,83,21,3,2,3,Decreasing,High,Low,High
4381,45,69,9,8,2,Decreasing,High,High,Low
4382,47,60,3,7,4,Decreasing,High,High,High
4383,88,85,1,2,0,Decreasing,High,Low,Low
4384,45,22,4,1,1,Stable,High,High,High
4385,35,99,4,7,2,Decreasing,High,High,High
4386,86,70,4,4,2,Increasing,Low,Low,High
4387,76,87,10,8,4,Increasing,Low,Low,Low
4388,77,44,10,0,4,Stable,Medium,Low,High
4389,71,49,9,9,0,Increasing,High,Low,High
4390,89,30,0,2,2,Decreasing,Low,Low,Low
4391,33,36,5,4,2,Increasing,High,High,Low
4392,31,45,10,1,1,Decreasing,High,High,Low
4393,88,42,1,2,0,Stable,Medium,Low,Low
4394,56,75,6,3,0,Increasing,Low,Low,Low
4395,56,71,3,3,4,Increasing,High,Low,Low
4396,36,67,4,10,0,Increasing,High,High,Medium
4397,92,39,4,8,1,Stable,Medium,High,Medium
4398,75,21,4,0,0,Stable,Low,Low,High
4399,92,50,1,8,3,Increasing,Low,High,Low
4400,41,46,4,8,3,Stable,High,High,High
4401,42,21,2,10,1,Decreasing,High,Low,Low
4402,72,97,3,5,4,Stable,High,High,Medium
4403,46,23,1,10,2,Increasing,High,Low,Low
4404,92,32,3,0,0,Decreasing,Medium,Low,High
4405,65,54,8,10,4,Increasing,Low,Low,Low
4406,37,91,7,5,4,Increasing,High,High,Medium
4407,98,85,10,7,0,Increasing,Low,High,Low
4408,65,25,2,4,2,Stable,Medium,High,High
4409,57,50,0,4,0,Increasing,High,High,High
4410,76,29,0,0,2,Decreasing,Medium,High,High
4411,59,40,5,0,1,Decreasing,High,Low,Medium
4412,52,93,2,7,2,Decreasing,High,High,High
4413,45,42,3,4,4,Increasing,High,High,Low
4414,43,22,0,7,1,Decreasing,Medium,High,High
4415,81,51,7,9,3,Decreasing,Low,Low,Medium
4416,66,39,0,1,1,Decreasing,High,Low,High
4417,58,93,4,3,2,Decreasing,High,Low,High
4418,96,48,5,10,1,Stable,Low,High,Low
4419,44,71,1,9,1,Increasing,High,High,Medium
4420,76,65,6,8,3,Increasing,Low,High,Low
4421,75,53,6,2,2,Decreasing,High,Low,Low
4422,81,80,0,5,4,Increasing,Low,High,Low
4423,48,91,3,10,1,Decreasing,High,High,Medium
4424,50,90,3,6,0,Decreasing,High,High,Low
4425,93,89,4,2,4,Decreasing,Medium,Low,Medium
4426,66,30,0,0,1,Increasing,Medium,Low,Medium
4427,56,82,0,1,4,Stable,High,Low,High
4428,84,40,6,10,0,Increasing,Medium,Low,Medium
4429,58,22,8,9,4,Increasing,High,High,Low
4430,49,29,0,6,4,Stable,Low,High,Medium
4431,54,46,1,6,0,Increasing,High,High,Low
4432,99,31,5,0,0,Stable,Medium,Low,High
4433,92,26,5,9,0,Decreasing,Medium,High,Low
4434,65,36,1,6,3,Stable,Low,High,High
4435,31,84,8,9,0,Decreasing,High,High,Low
4436,51,83,3,10,4,Stable,High,High,Low
4437,45,45,6,5,0,Decreasing,High,High,High
4438,47,34,5,10,1,Increasing,High,High,Medium
4439,98,52,10,5,0,Stable,Low,High,Low
4440,83,81,10,6,0,Increasing,Low,High,Medium
4441,59,66,2,6,2,Decreasing,High,High,High
4442,74,54,7,0,4,Stable,Medium,Low,Low
4443,48,84,6,9,4,Stable,High,Low,Medium
4444,63,91,8,4,1,Stable,Low,High,Medium
4445,42,95,2,7,3,Increasing,High,High,High
4446,72,44,0,7,2,Decreasing,High,High,Medium
4447,91,76,1,2,1,Increasing,Low,Low,Medium
4448,51,51,10,2,1,Stable,High,Low,Low
4449,81,82,0,6,4,Decreasing,Medium,High,Low
4450,81,31,10,3,2,Decreasing,Medium,Low,High
4451,65,82,4,5,4,Increasing,Medium,High,Medium
4452,48,96,9,8,3,Increasing,High,High,Low
4453,67,20,1,9,4,Stable,Medium,High,Low
4454,99,70,2,1,0,Stable,Medium,Low,Medium
4455,86,89,7,1,4,Stable,High,Low,Low
4456,49,27,9,5,0,Stable,Low,High,Medium
